! historical GHG data for CMIP6 
! source: /group_workspaces/jasmin2/tids/CMIP6_ANCIL/data/inputs4MIPs_2017-06-08/UoM/GHGConcentrations/CMIP/UoM-CMIP-1-2-0/yr/ 
 &THISFILE_SPECIFICATIONS 
 THISFILE_DATACOLUMNS    =          24, 
 THISFILE_FIRSTYEAR      =        1850, 
 THISFILE_LASTYEAR       =        2014, 
 THISFILE_ANNUALSTEPS    =           1, 
 THISFILE_FIRSTDATAROW   =          15, 
 THISFILE_UNITS          =  SEE ROW 13, 
 THISFILE_DATTYPE        =  RCPDAT 
/ 
   COLUMN:      1   2   3   4   5   6   7   8   9   10   11   12   13   14   15   16   17   18   19   20   21   22   23   24
   UNITS:      ppt   ppm   ppb   ppb   ppt   ppt   ppt   ppt   ppt   ppt   ppt   ppt   ppt   ppt   ppt   ppt   ppt   ppt   ppt   ppt   ppt   ppt   ppt   ppt
   YEARS      DUMM0   CO2   CH4   N2O   HFC125   HFC134a   CFC_11   CFC_12   DUMM1   CFC_113   CFC_114   CFC_115   CARB_TET   MCF   HCFC_22   HCFC_141B   HCFC_142B   HALON1211   HALON1202   HALON1301   HALON2402   CH3BR   CH3CL   DUMM2
   1903    -0.0000e+00    2.9665e+02    9.3678e+02    2.8016e+02    0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00    -0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00    2.5001e-02    0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00    4.4466e-03    0.0000e+00    0.0000e+00    0.0000e+00    5.3000e+00    4.5700e+02    -0.0000e+00
   1904    -0.0000e+00    2.9695e+02    9.4211e+02    2.8043e+02    0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00    -0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00    2.5000e-02    0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00    4.4466e-03    0.0000e+00    0.0000e+00    0.0000e+00    5.3000e+00    4.5700e+02    -0.0000e+00
   1905    -0.0000e+00    2.9729e+02    9.4744e+02    2.8071e+02    0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00    -0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00    2.5001e-02    0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00    4.4466e-03    0.0000e+00    0.0000e+00    0.0000e+00    5.3000e+00    4.5700e+02    -0.0000e+00
   1906    -0.0000e+00    2.9766e+02    9.5309e+02    2.8098e+02    0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00    -0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00    2.5000e-02    0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00    4.4466e-03    0.0000e+00    0.0000e+00    0.0000e+00    5.3000e+00    4.5700e+02    -0.0000e+00
   1907    -0.0000e+00    2.9810e+02    9.5916e+02    2.8128e+02    0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00    -0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00    2.5001e-02    0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00    4.4466e-03    0.0000e+00    0.0000e+00    0.0000e+00    5.3000e+00    4.5700e+02    -0.0000e+00
   1908    -0.0000e+00    2.9852e+02    9.6409e+02    2.8161e+02    0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00    -0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00    2.5000e-02    0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00    4.4466e-03    0.0000e+00    0.0000e+00    0.0000e+00    5.3000e+00    4.5700e+02    -0.0000e+00
   1909    -0.0000e+00    2.9894e+02    9.6940e+02    2.8195e+02    0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00    -0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00    2.5073e-02    0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00    4.4466e-03    0.0000e+00    0.0000e+00    0.0000e+00    5.3000e+00    4.5700e+02    -0.0000e+00
   1910    -0.0000e+00    2.9938e+02    9.7479e+02    2.8231e+02    0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00    -0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00    2.5329e-02    0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00    4.4466e-03    0.0000e+00    0.0000e+00    0.0000e+00    5.3000e+00    4.5700e+02    -0.0000e+00
   1911    -0.0000e+00    2.9983e+02    9.7947e+02    2.8272e+02    0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00    -0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00    8.1247e-02    0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00    4.4466e-03    0.0000e+00    0.0000e+00    0.0000e+00    5.3000e+00    4.5700e+02    -0.0000e+00
   1912    -0.0000e+00    3.0035e+02    9.8361e+02    2.8302e+02    0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00    -0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00    1.0000e-01    0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00    4.4466e-03    0.0000e+00    0.0000e+00    0.0000e+00    5.3000e+00    4.5700e+02    -0.0000e+00
   1913    -0.0000e+00    3.0091e+02    9.8624e+02    2.8336e+02    0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00    -0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00    1.1667e-01    0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00    4.4466e-03    0.0000e+00    0.0000e+00    0.0000e+00    5.3000e+00    4.5700e+02    -0.0000e+00
   1914    -0.0000e+00    3.0142e+02    9.8861e+02    2.8372e+02    0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00    -0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00    1.9333e-01    0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00    4.4466e-03    0.0000e+00    0.0000e+00    0.0000e+00    5.3000e+00    4.5700e+02    -0.0000e+00
   1915    -0.0000e+00    3.0194e+02    9.9146e+02    2.8405e+02    0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00    -0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00    3.1656e-01    0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00    4.4466e-03    0.0000e+00    0.0000e+00    0.0000e+00    5.3000e+00    4.5700e+02    -0.0000e+00
   1916    -0.0000e+00    3.0248e+02    9.9845e+02    2.8431e+02    0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00    -0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00    5.2065e-01    0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00    4.4466e-03    0.0000e+00    0.0000e+00    0.0000e+00    5.3000e+00    4.5700e+02    -0.0000e+00
   1917    -0.0000e+00    3.0301e+02    1.0036e+03    2.8462e+02    0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00    -0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00    7.5634e-01    0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00    4.4466e-03    0.0000e+00    0.0000e+00    0.0000e+00    5.3000e+00    4.5700e+02    -0.0000e+00
   1918    -0.0000e+00    3.0345e+02    1.0101e+03    2.8481e+02    0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00    -0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00    9.2767e-01    0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00    4.4466e-03    0.0000e+00    0.0000e+00    0.0000e+00    5.3000e+00    4.5700e+02    -0.0000e+00
   1919    -0.0000e+00    3.0381e+02    1.0176e+03    2.8485e+02    0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00    -0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00    1.0844e+00    0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00    4.4466e-03    0.0000e+00    0.0000e+00    0.0000e+00    5.3000e+00    4.5700e+02    -0.0000e+00
   1920    -0.0000e+00    3.0425e+02    1.0251e+03    2.8493e+02    0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00    -0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00    1.1760e+00    0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00    4.4466e-03    0.0000e+00    0.0000e+00    0.0000e+00    5.3000e+00    4.5700e+02    -0.0000e+00
   1921    -0.0000e+00    3.0460e+02    1.0322e+03    2.8504e+02    0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00    -0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00    1.2417e+00    0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00    4.4466e-03    0.0000e+00    0.0000e+00    0.0000e+00    5.3000e+00    4.5700e+02    -0.0000e+00
   1922    -0.0000e+00    3.0494e+02    1.0391e+03    2.8517e+02    0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00    -0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00    1.3889e+00    0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00    4.4466e-03    0.0000e+00    0.0000e+00    0.0000e+00    5.3000e+00    4.5700e+02    -0.0000e+00
   1923    -0.0000e+00    3.0527e+02    1.0451e+03    2.8547e+02    0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00    -0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00    1.6250e+00    0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00    4.4466e-03    0.0000e+00    0.0000e+00    0.0000e+00    5.3000e+00    4.5700e+02    -0.0000e+00
   1924    -0.0000e+00    3.0563e+02    1.0495e+03    2.8561e+02    0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00    -0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00    1.8460e+00    0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00    4.4466e-03    0.0000e+00    0.0000e+00    0.0000e+00    5.3000e+00    4.5700e+02    -0.0000e+00
   1925    -0.0000e+00    3.0581e+02    1.0522e+03    2.8565e+02    0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00    -0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00    2.1164e+00    0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00    4.4466e-03    0.0000e+00    0.0000e+00    0.0000e+00    5.3000e+00    4.5700e+02    -0.0000e+00
   1926    -0.0000e+00    3.0595e+02    1.0536e+03    2.8569e+02    0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00    -0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00    2.4604e+00    0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00    4.4466e-03    0.0000e+00    0.0000e+00    0.0000e+00    5.3000e+00    4.5700e+02    -0.0000e+00
   1927    -0.0000e+00    3.0618e+02    1.0558e+03    2.8574e+02    0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00    -0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00    2.6943e+00    0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00    4.4466e-03    0.0000e+00    0.0000e+00    0.0000e+00    5.3000e+00    4.5700e+02    -0.0000e+00
   1928    -0.0000e+00    3.0633e+02    1.0606e+03    2.8583e+02    0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00    -0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00    3.0265e+00    0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00    4.4466e-03    0.0000e+00    0.0000e+00    0.0000e+00    5.3000e+00    4.5700e+02    -0.0000e+00
   1929    -0.0000e+00    3.0649e+02    1.0667e+03    2.8589e+02    0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00    -0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00    3.5177e+00    0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00    4.4466e-03    0.0000e+00    0.0000e+00    0.0000e+00    5.3000e+00    4.5700e+02    -0.0000e+00
   1930    -0.0000e+00    3.0662e+02    1.0726e+03    2.8594e+02    0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00    -0.0000e+00    1.3150e-03    0.0000e+00    0.0000e+00    4.0635e+00    0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00    4.4466e-03    0.0000e+00    0.0000e+00    0.0000e+00    5.3000e+00    4.5700e+02    -0.0000e+00
   1931    -0.0000e+00    3.0682e+02    1.0775e+03    2.8612e+02    0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00    -0.0000e+00    2.1152e-02    0.0000e+00    0.0000e+00    4.7030e+00    0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00    4.4466e-03    0.0000e+00    0.0000e+00    0.0000e+00    5.3067e+00    4.5700e+02    -0.0000e+00
   1932    -0.0000e+00    3.0709e+02    1.0820e+03    2.8622e+02    0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00    -0.0000e+00    7.4997e-02    0.0000e+00    0.0000e+00    5.2942e+00    0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00    4.4466e-03    0.0000e+00    0.0000e+00    0.0000e+00    5.3383e+00    4.5700e+02    -0.0000e+00
   1933    -0.0000e+00    3.0740e+02    1.0865e+03    2.8637e+02    0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00    -0.0000e+00    1.2500e-01    0.0000e+00    0.0000e+00    5.9374e+00    0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00    4.4466e-03    0.0000e+00    0.0000e+00    0.0000e+00    5.3800e+00    4.5700e+02    -0.0000e+00
   1934    -0.0000e+00    3.0778e+02    1.0918e+03    2.8647e+02    0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00    -0.0000e+00    1.7500e-01    0.0000e+00    0.0000e+00    6.6798e+00    0.0000e+00    7.6176e-04    0.0000e+00    0.0000e+00    4.4466e-03    0.0000e+00    0.0000e+00    0.0000e+00    5.4200e+00    4.5700e+02    -0.0000e+00
   1935    -0.0000e+00    3.0823e+02    1.0971e+03    2.8659e+02    0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00    -0.0000e+00    2.2500e-01    0.0000e+00    0.0000e+00    7.5958e+00    0.0000e+00    1.9080e-02    0.0000e+00    0.0000e+00    4.4466e-03    0.0000e+00    0.0000e+00    0.0000e+00    5.4600e+00    4.5700e+02    -0.0000e+00
   1936    -0.0000e+00    3.0901e+02    1.1018e+03    2.8675e+02    0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00    -0.0000e+00    2.7500e-01    0.0000e+00    0.0000e+00    8.7614e+00    0.0000e+00    7.9322e-02    0.0000e+00    0.0000e+00    4.4466e-03    0.0000e+00    0.0000e+00    0.0000e+00    5.5000e+00    4.5700e+02    -0.0000e+00
   1937    -0.0000e+00    3.0976e+02    1.1063e+03    2.8695e+02    0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00    -0.0000e+00    3.2500e-01    0.0000e+00    0.0000e+00    1.0025e+01    0.0000e+00    1.4000e-01    0.0000e+00    0.0000e+00    4.4465e-03    0.0000e+00    0.0000e+00    0.0000e+00    5.5400e+00    4.5700e+02    -0.0000e+00
   1938    -0.0000e+00    3.1029e+02    1.1106e+03    2.8719e+02    0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00    -0.0000e+00    3.7500e-01    0.0000e+00    0.0000e+00    1.1266e+01    0.0000e+00    2.0000e-01    0.0000e+00    0.0000e+00    4.4466e-03    0.0000e+00    0.0000e+00    0.0000e+00    5.5800e+00    4.5700e+02    -0.0000e+00
   1939    -0.0000e+00    3.1085e+02    1.1169e+03    2.8739e+02    0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00    -0.0000e+00    4.2500e-01    4.4377e-04    0.0000e+00    1.2576e+01    0.0000e+00    2.6000e-01    0.0000e+00    0.0000e+00    4.4464e-03    0.0000e+00    0.0000e+00    0.0000e+00    5.6200e+00    4.5700e+02    -0.0000e+00
   1940    -0.0000e+00    3.1136e+02    1.1201e+03    2.8762e+02    0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00    -0.0000e+00    4.7500e-01    9.2259e-03    0.0000e+00    1.4091e+01    0.0000e+00    3.2000e-01    0.0000e+00    0.0000e+00    4.4470e-03    0.0000e+00    0.0000e+00    0.0000e+00    5.6600e+00    4.5700e+02    -0.0000e+00
   1941    -0.0000e+00    3.1181e+02    1.1232e+03    2.8786e+02    0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00    -0.0000e+00    5.2500e-01    4.8158e-02    0.0000e+00    1.5872e+01    0.0000e+00    3.8000e-01    0.0000e+00    0.0000e+00    1.2152e-02    0.0000e+00    0.0000e+00    0.0000e+00    5.7000e+00    4.5700e+02    -0.0000e+00
   1942    -0.0000e+00    3.1217e+02    1.1282e+03    2.8814e+02    0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00    -0.0000e+00    5.7500e-01    1.1260e-01    0.0000e+00    1.8120e+01    0.0000e+00    4.4000e-01    0.0000e+00    0.0000e+00    1.8665e-02    0.0000e+00    0.0000e+00    0.0000e+00    5.7400e+00    4.5700e+02    -0.0000e+00
   1943    -0.0000e+00    3.1239e+02    1.1327e+03    2.8878e+02    0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00    -0.0000e+00    6.2500e-01    2.0246e-01    0.0000e+00    2.0794e+01    0.0000e+00    5.0000e-01    0.0000e+00    0.0000e+00    2.3901e-02    0.0000e+00    0.0000e+00    0.0000e+00    5.7800e+00    4.5793e+02    -0.0000e+00
   1944    -1.9434e+04    3.1241e+02    1.1363e+03    2.8900e+02    0.0000e+00    0.0000e+00    0.0000e+00    1.9434e-02    -1.9434e+04    6.7500e-01    3.1765e-01    0.0000e+00    2.3865e+01    0.0000e+00    5.6000e-01    0.0000e+00    0.0000e+00    2.7878e-02    0.0000e+00    0.0000e+00    0.0000e+00    5.8200e+00    4.6074e+02    -1.9434e+04
   1945    -4.2150e+05    3.1238e+02    1.1393e+03    2.8923e+02    0.0000e+00    0.0000e+00    4.8441e-03    4.2150e-01    -4.2150e+05    7.2500e-01    4.5806e-01    0.0000e+00    2.5904e+01    0.0000e+00    6.2001e-01    0.0000e+00    0.0000e+00    3.1010e-02    0.0000e+00    0.0000e+00    0.0000e+00    5.8600e+00    4.6324e+02    -4.2150e+05
   1946    -1.6357e+06    3.1239e+02    1.1437e+03    2.8943e+02    0.0000e+00    0.0000e+00    8.3372e-02    1.6357e+00    -1.6357e+06    7.7500e-01    6.2355e-01    0.0000e+00    2.7505e+01    0.0000e+00    6.8000e-01    0.0000e+00    0.0000e+00    3.2292e-02    0.0000e+00    0.0000e+00    0.0000e+00    5.9000e+00    4.6574e+02    -1.6357e+06
   1947    -2.8350e+06    3.1249e+02    1.1496e+03    2.8951e+02    0.0000e+00    0.0000e+00    3.0001e-01    2.8350e+00    -2.8350e+06    8.2500e-01    8.1401e-01    0.0000e+00    2.9079e+01    0.0000e+00    7.4001e-01    0.0000e+00    0.0000e+00    3.2812e-02    0.0000e+00    0.0000e+00    0.0000e+00    5.9400e+00    4.6824e+02    -2.8350e+06
   1948    -4.0250e+06    3.1252e+02    1.1556e+03    2.8956e+02    0.0000e+00    0.0000e+00    5.0001e-01    4.0250e+00    -4.0250e+06    8.7500e-01    1.0317e+00    0.0000e+00    3.1041e+01    0.0000e+00    8.0000e-01    0.0000e+00    0.0000e+00    3.2833e-02    0.0000e+00    0.0000e+00    0.0000e+00    5.9800e+00    4.7074e+02    -4.0250e+06
   1949    -5.2150e+06    3.1263e+02    1.1603e+03    2.8960e+02    0.0000e+00    0.0000e+00    7.0001e-01    5.2150e+00    -5.2150e+06    9.2500e-01    1.2518e+00    0.0000e+00    3.3192e+01    0.0000e+00    8.6001e-01    0.0000e+00    0.0000e+00    3.2095e-02    0.0000e+00    0.0000e+00    0.0000e+00    6.0200e+00    4.7324e+02    -5.2150e+06
   1950    -6.3823e+06    3.1282e+02    1.1638e+03    2.8974e+02    0.0000e+00    0.0000e+00    8.9388e-01    6.3823e+00    -6.3823e+06    9.7500e-01    1.4825e+00    0.0000e+00    3.5500e+01    0.0000e+00    9.2750e-01    0.0000e+00    0.0000e+00    3.0306e-02    0.0000e+00    0.0000e+00    0.0000e+00    6.0600e+00    4.7573e+02    -6.3823e+06
   1951    -7.7754e+06    3.1301e+02    1.1688e+03    2.8986e+02    0.0000e+00    0.0000e+00    1.1469e+00    7.7754e+00    -7.7754e+06    1.0244e+00    1.7349e+00    0.0000e+00    3.7581e+01    0.0000e+00    9.3500e-01    0.0000e+00    0.0000e+00    2.8203e-02    0.0000e+00    0.0000e+00    0.0000e+00    6.1000e+00    4.7831e+02    -7.7754e+06
   1952    -9.4444e+06    3.1334e+02    1.1743e+03    2.9003e+02    0.0000e+00    0.0000e+00    1.5540e+00    9.4444e+00    -9.4444e+06    1.0793e+00    1.9843e+00    0.0000e+00    3.8707e+01    0.0000e+00    9.2000e-01    0.0000e+00    0.0000e+00    2.6777e-02    0.0000e+00    0.0000e+00    0.0000e+00    6.1394e+00    4.8116e+02    -9.4444e+06
   1953    -1.1213e+07    3.1373e+02    1.1834e+03    2.9033e+02    0.0000e+00    0.0000e+00    2.1294e+00    1.1213e+01    -1.1213e+07    1.1389e+00    2.2399e+00    0.0000e+00    4.0052e+01    1.1634e-03    9.2625e-01    0.0000e+00    0.0000e+00    2.4952e-02    0.0000e+00    0.0000e+00    0.0000e+00    6.1850e+00    4.8418e+02    -1.1213e+07
   1954    -1.3204e+07    3.1409e+02    1.1944e+03    2.9055e+02    0.0000e+00    0.0000e+00    2.8636e+00    1.3204e+01    -1.3204e+07    1.2080e+00    2.4949e+00    0.0000e+00    4.1542e+01    1.7433e-02    9.6376e-01    0.0000e+00    0.0000e+00    2.3500e-02    0.0000e+00    0.0000e+00    0.0000e+00    6.2300e+00    4.8851e+02    -1.3204e+07
   1955    -1.5440e+07    3.1441e+02    1.2067e+03    2.9084e+02    0.0000e+00    0.0000e+00    3.7678e+00    1.5440e+01    -1.5440e+07    1.2937e+00    2.7499e+00    0.0000e+00    4.3173e+01    1.0808e-01    1.0539e+00    0.0000e+00    0.0000e+00    2.2000e-02    0.0000e+00    0.0000e+00    0.0000e+00    6.2750e+00    4.9325e+02    -1.5440e+07
   1956    -1.8007e+07    3.1470e+02    1.2211e+03    2.9119e+02    0.0000e+00    0.0000e+00    4.9008e+00    1.8007e+01    -1.8007e+07    1.3882e+00    3.0062e+00    0.0000e+00    4.4939e+01    2.8904e-01    1.1860e+00    0.0000e+00    0.0000e+00    2.0458e-02    0.0000e+00    0.0000e+00    0.0000e+00    6.3200e+00    4.9696e+02    -1.8007e+07
   1957    -2.0978e+07    3.1499e+02    1.2358e+03    2.9151e+02    0.0000e+00    0.0000e+00    6.2394e+00    2.0978e+01    -2.0978e+07    1.4975e+00    3.2499e+00    0.0000e+00    4.6830e+01    5.6367e-01    1.3465e+00    0.0000e+00    0.0000e+00    1.9500e-02    0.0000e+00    0.0000e+00    0.0000e+00    6.3650e+00    5.0070e+02    -2.0978e+07
   1958    -2.4184e+07    3.1534e+02    1.2474e+03    2.9177e+02    0.0000e+00    0.0000e+00    7.5672e+00    2.4184e+01    -2.4184e+07    1.6275e+00    3.4970e+00    0.0000e+00    4.8840e+01    8.8015e-01    1.5846e+00    0.0000e+00    0.0000e+00    1.8500e-02    0.0000e+00    0.0000e+00    0.0000e+00    6.4100e+00    5.0450e+02    -2.4184e+07
   1959    -2.7609e+07    3.1581e+02    1.2573e+03    2.9199e+02    0.0000e+00    0.0000e+00    8.7971e+00    2.7609e+01    -2.7609e+07    1.7775e+00    3.7266e+00    0.0000e+00    5.0971e+01    1.2386e+00    1.9060e+00    0.0000e+00    0.0000e+00    1.7500e-02    0.0000e+00    0.0000e+00    0.0000e+00    6.4543e+00    5.0836e+02    -2.7609e+07
   1960    -3.1605e+07    3.1662e+02    1.2641e+03    2.9228e+02    0.0000e+00    0.0000e+00    1.0237e+01    3.1605e+01    -3.1605e+07    1.9469e+00    3.9387e+00    0.0000e+00    5.3211e+01    1.7015e+00    2.2494e+00    0.0000e+00    0.0000e+00    1.6500e-02    0.0000e+00    1.2108e-06    6.9784e-06    6.5050e+00    5.1223e+02    -3.1605e+07
   1961    -3.6237e+07    3.1730e+02    1.2695e+03    2.9260e+02    0.0000e+00    0.0000e+00    1.2168e+01    3.6237e+01    -3.6237e+07    2.1412e+00    4.1637e+00    0.0000e+00    5.5564e+01    2.1793e+00    2.6377e+00    0.0000e+00    0.0000e+00    1.5500e-02    0.0000e+00    9.6864e-06    5.5828e-05    6.5550e+00    5.1604e+02    -3.6237e+07
   1962    -4.1477e+07    3.1804e+02    1.2826e+03    2.9295e+02    0.0000e+00    0.0000e+00    1.4640e+01    4.1477e+01    -4.1477e+07    2.3657e+00    4.3987e+00    0.0000e+00    5.8007e+01    2.7723e+00    3.1292e+00    0.0000e+00    0.0000e+00    1.4500e-02    0.0000e+00    1.9373e-05    1.1166e-04    6.6044e+00    5.1973e+02    -4.1477e+07
   1963    -4.7605e+07    3.1865e+02    1.3008e+03    2.9333e+02    0.0000e+00    0.0000e+00    1.7717e+01    4.7605e+01    -4.7605e+07    2.6255e+00    4.6360e+00    1.4332e-04    6.0507e+01    3.5117e+00    3.7537e+00    0.0000e+00    0.0000e+00    1.3500e-02    0.0000e+00    2.9059e-05    2.0954e-04    6.6600e+00    5.2324e+02    -4.7605e+07
   1964    -5.4800e+07    3.1933e+02    1.3174e+03    2.9369e+02    0.0000e+00    0.0000e+00    2.1422e+01    5.4800e+01    -5.4800e+07    2.9196e+00    4.8774e+00    3.4777e-03    6.3078e+01    4.2542e+00    4.5028e+00    0.0000e+00    0.0000e+00    1.2500e-02    0.0000e+00    3.8746e-05    3.2182e-04    6.7156e+00    5.2654e+02    -5.4800e+07
   1965    -6.3029e+07    3.1982e+02    1.3311e+03    2.9405e+02    0.0000e+00    0.0000e+00    2.5710e+01    6.3029e+01    -6.3029e+07    3.2580e+00    5.1352e+00    1.9166e-02    6.5627e+01    5.1829e+00    5.3911e+00    0.0000e+00    0.0000e+00    1.1375e-02    0.0000e+00    5.6069e-05    4.5968e-04    6.7644e+00    5.2958e+02    -6.3029e+07
   1966    -7.2248e+07    3.2088e+02    1.3422e+03    2.9445e+02    0.0000e+00    0.0000e+00    3.0504e+01    7.2248e+01    -7.2248e+07    3.6532e+00    5.4134e+00    3.9499e-02    6.8071e+01    6.6338e+00    6.4725e+00    0.0000e+00    0.0000e+00    1.1000e-02    0.0000e+00    1.1922e-04    1.8055e-03    6.8193e+00    5.3234e+02    -7.2248e+07
   1967    -8.2610e+07    3.2148e+02    1.3543e+03    2.9486e+02    0.0000e+00    0.0000e+00    3.5866e+01    8.2610e+01    -8.2610e+07    4.1019e+00    5.7070e+00    6.3713e-02    7.0426e+01    8.8156e+00    7.7743e+00    0.0000e+00    0.0000e+00    1.1132e-02    0.0000e+00    2.2356e-04    5.4764e-03    6.8800e+00    5.3482e+02    -8.2610e+07
   1968    -9.4260e+07    3.2239e+02    1.3717e+03    2.9527e+02    0.0000e+00    0.0000e+00    4.1939e+01    9.4260e+01    -9.4260e+07    4.6156e+00    6.0145e+00    9.8729e-02    7.2691e+01    1.1549e+01    9.3838e+00    0.0000e+00    0.0000e+00    1.4529e-02    0.0000e+00    3.6078e-04    1.0674e-02    6.9400e+00    5.3703e+02    -9.4260e+07
   1969    -1.0729e+08    3.2325e+02    1.3893e+03    2.9568e+02    1.2166e-06    0.0000e+00    4.8923e+01    1.0729e+02    -1.0729e+08    5.2038e+00    6.3341e+00    1.4326e-01    7.4870e+01    1.4650e+01    1.1192e+01    0.0000e+00    0.0000e+00    2.6607e-02    0.0000e+00    5.1347e-04    1.6678e-02    7.0000e+00    5.3897e+02    -1.0729e+08
